origin_cluster,origin_degree,origin_train_n,reassigned_to,is_graph_neighbor,dist_to_own_centroid,dist_to_reassigned_centroid,margin_normalized
cube13_cluster0,10,1173,cube4_cluster0,True,1.2086239754999142,0.9759633588288013,0.059043146061320086
cube13_cluster0,10,1173,cube4_cluster0,True,1.0841428319758881,1.0454865631216346,0.009809944462468759
cube13_cluster0,10,1173,cube24_cluster2,False,2.1792923320129773,1.8120012049693774,0.09320882911488763
cube13_cluster0,10,1173,cube4_cluster0,True,1.9441892894979547,1.6969249770373735,0.06274918000840414
cube13_cluster0,10,1173,cube23_cluster0,True,1.3162597763475044,0.657977861772884,0.16705463858843309
cube13_cluster0,10,1173,cube4_cluster0,True,1.3607998284454466,1.1571377169500885,0.05168408804303786
cube13_cluster0,10,1173,cube4_cluster0,True,0.7680109977181899,0.6888827101642255,0.020080678485586288
cube13_cluster0,10,1173,cube13_cluster1,False,2.705602120396089,1.8761963990898267,0.2104813605665147
cube13_cluster0,10,1173,cube5_cluster0,True,1.5496457819003433,1.239635103720386,0.0786725575399918
cube13_cluster0,10,1173,cube14_cluster0,True,1.6292277430128663,1.3108239489091231,0.08080250964141773
cube13_cluster0,10,1173,cube4_cluster0,True,1.0757296621708765,0.9049737724099328,0.043333354326305466
cube13_cluster0,10,1173,cube4_cluster0,True,1.9119645835202606,1.6121946658916242,0.0760737218209867
cube13_cluster0,10,1173,cube23_cluster1,True,1.9641577619711885,1.3400917901225478,0.15837153212675145
cube13_cluster0,10,1173,cube5_cluster0,True,1.170222956928991,1.0793913573685252,0.023050671302109495
cube13_cluster0,10,1173,cube22_cluster0,True,2.127865242788689,1.438859222036631,0.17485160876152553
cube13_cluster0,10,1173,cube3_cluster0,True,2.042246454843549,1.546411536665736,0.12582986289277795
cube13_cluster0,10,1173,cube4_cluster0,True,1.668165278608491,1.5000602468161077,0.042660636285474465
cube13_cluster0,10,1173,cube4_cluster0,True,1.7623461871262993,1.4834452831196356,0.07077771497175017
cube13_cluster0,10,1173,cube13_cluster1,False,2.6226287994270066,1.576402606619658,0.2655046943437968
cube13_cluster0,10,1173,cube24_cluster1,True,2.5154158214738604,0.3665117665488876,0.5453353378068792
cube13_cluster0,10,1173,cube24_cluster0,True,1.4280736702102266,0.7040628429049752,0.18373490811721344
cube13_cluster0,10,1173,cube14_cluster0,True,1.0145538147592446,0.6008546278569734,0.10498597427964648
cube13_cluster0,10,1173,cube4_cluster0,True,1.9977104766335723,1.7348701847314114,0.06670195397752555
cube13_cluster0,10,1173,cube3_cluster0,True,1.934700932204187,1.6044009631259555,0.08382144600735467
cube13_cluster0,10,1173,cube4_cluster0,True,1.7821602806953996,1.4810429552352204,0.0764156584948433
cube13_cluster0,10,1173,cube24_cluster1,True,1.943592029976313,1.6092975521157344,0.08483514728973686
cube13_cluster0,10,1173,cube23_cluster1,True,1.9965889357855993,1.4218525002730174,0.14585299306027805
cube13_cluster0,10,1173,cube14_cluster0,True,1.9554509247661875,1.8410344639759182,0.029035888853542857
